SENTENCE,SENTIMENT
"But it insisted that governments develop new safety guidance, carry out ""scientifically sound case-by-case risk assessments"" and obtain ""free, prior and informed consent"" of local communities before any release.",1
The immediate barrier is practical.,-1
A Possible Cholesterol Breakthrough  All eyes in the cardiology world will be on the results of a clinical trial expected to be announced in early 2018.,0
"Kate Adcock, director of research and innovation at Muscular Dystrophy UK said it was exciting to see advances in gene editing applied to Duchenne muscular dystrophy, but cautioned that there were limits to the study.",0
The anti-PERV work is only the start of the changes eGenesis is making to pig genomes.,0
That's number 64750.,0
The renowned physicist Richard Feynman proposed half a century ago that DNA could be used for storage in this way.,0
"Instead, he depicts technology as some sort of mystical living entity that is self-organizing and immune to any human intent to direct or accelerate it.",0
"Aids campaigners at the Seattle conference were encouraged to hear the results of a study covering a million people in South Africa and Zambia — the world's most extensive HIV prevention trial — which showed a 30 per cent decline in new infections through a combination of counselling, testing and then referral to care and treatment for those who were HIV-positive.",1
"If successful, that work ultimately could pave the way to applications in humans.",1
Unintended consequences might not surface for several years.,-1
"Given these clues, Clement is expanding his medicine cabinet of pills.",0
"Some clinical trials with human patients are underway, but they do not involve germline cells.",0
The sizes of the different CRISPR proteins also vary.,0
Experts doubt the domain name purchased by Manstein commanded anything close to this year's priciest so far.,0
But they could be a potentially powerful and relatively inexpensive tool in a newly re-energized push to halt the disease.,1
"Armed with a master's degree in global health and biostatistics from Columbia and several years of experience implementing HIV/AIDS programs in sub-Saharan Africa, Elmore began medical school knowing that she would continue her global health advocacy, research, and on-the-ground efforts.",0
Mr. Stotish said he did not know if approval was still needed from Panama to export the fish.,-1
"""This is a first step, and an important step,"" he said.",1
"It is still good advice, but other options are now available.",1
"A full species that's been extinct for decades like the thylacine (Tasmanian tiger) or the passenger pigeon--the last one of which, Martha, died in the Cincinnati Zoo 99 years ago--will be a taller order, since the DNA from long dead specimens is fragmented.",0
"I think of them as little robots.""",0
"The rampant application of unproven stem-cell therapies, for example, made China a magnet for medical tourism until the government banned such practices in 2012.",-1
"The authors of the Nature paper include two of the primary inventors of the CRISPR system, Feng Zhang of the Broad Institute of MIT and Harvard and Emmanuelle Charpentier of the Max Planck Unit for the Science of Pathogens in Berlin.",0
"""; PHOTOGRAPHER:Josh Spradling Planetary Society; PHOTO: Looking for patterns in global microbial DNA survey / An international team of 600 scientists is due to release results this year from the largest survey of microbial life on the planet.",0
The new report heralds a day scientists have long warned is coming.,-1
| Sign up for the Science Times newsletter. ],0
"Labs around the world will have access to the enzyme, according to the Broad, which will further aid basic research.",1
Then the weasel would gene-edit itself.,0
They also included a code that indicated where in the frame each pixel belonged.,0
"""A sad day for European plant science.""",-1
"In these early days, Maraganore said, Alnylam's team included a couple researchers and a whole bunch of patent attorneys -- because the RNAi technology was viewed as so hot that the team wanted to gobble up as much intellectual property as possible.",0
